Filename,Initial Clause Count,Processed Clause Count,Unprocessed Clause Count,Factor Count,Resolvent Count,Tautologies Deleted,Resolution Result
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD020-3.p,30,460,193569,969,193043,13,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD057-1.p,28,793,166276,1672,165384,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD078-4.p,34,501,210053,987,209547,14,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD065-1.p,30,824,179679,1594,178894,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD066-1.p,32,778,168188,935,168014,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD080-2.p,31,770,166014,1168,165600,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD047-4.p,38,533,203914,869,203547,7,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD028-1.p,35,745,145393,764,145354,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD087-1.p,31,835,183210,1597,182432,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD059-2.p,32,789,171680,1227,171225,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD005-3.p,29,468,212869,1053,212273,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD048-1.p,34,671,129982,695,129939,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD027-1.p,33,771,165631,1108,165276,15,Time Out
